customer,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state,gender
JW15301,High School or Below,778743.17,24664,69,0,Corporate Auto,Four-Door Car,496.8,Arizona,M
PY20159,College,478781.29,45225,124,0,Corporate Auto,Luxury,209.18,Nevada,M
NC42524,College,970764.76,30430,86,0,Special Auto,Four-Door Car,425.66,California,M
ZG19911,Bachelor,255222.62,35149,64,0,Personal Auto,Two-Door Car,120.48,California,F
DI89983,Bachelor,522342.93,16513,71,0,Personal Auto,Four-Door Car,340.8,California,M
IG56214,High School or Below,501044.93,10892,66,0,Personal Auto,Four-Door Car,316.8,Nevada,M
CA86085,High School or Below,560831.63,67176,72,0,Personal Auto,Four-Door Car,345.6,Washington,M
UO95739,College,445793.63,54704,113,0,Personal Auto,SUV,468.18,Oregon,M
SB64873,Doctor,820078.73,25381,71,0,Personal Auto,Four-Door Car,340.8,Oregon,M
TE82896,High School or Below,274608.01,0,74,0,Personal Auto,Four-Door Car,355.2,Oregon,F
VY64199,Bachelor,1021577.92,18150,67,0,Corporate Auto,Four-Door Car,220.3,Oregon,F
IE82679,Bachelor,245357.08,29735,69,0,Personal Auto,Four-Door Car,331.2,California,M
SL70257,College,587295.88,77156,73,0,Personal Auto,Four-Door Car,445.82,Nevada,F
XJ85947,College,311892.79,88782,78,0,Personal Auto,Four-Door Car,357.76,Oregon,F
EF84269,College,556865.65,51489,139,0,Personal Auto,SUV,236.74,California,F
NY91328,Bachelor,902971.47,16972,125,0,Personal Auto,SUV,600.0,California,F
AT49447,Bachelor,759182.72,99359,95,0,Personal Auto,Two-Door Car,233.27,California,M
BM70908,College,225531.29,58289,62,4,Personal Auto,Two-Door Car,297.6,Arizona,M
GM63998,Doctor,3261369.04,45173,268,0,Personal Auto,Luxury,1286.4,Oregon,F
AR61426,Bachelor,944564.95,93246,78,0,Personal Auto,Two-Door Car,41.63,California,F
CB62406,High School or Below,680359.68,43758,171,0,Corporate Auto,SUV,1129.93,Arizona,M
WH82416,Bachelor,976621.71,75651,81,0,Personal Auto,Four-Door Car,375.11,Oregon,M
UI53874,Doctor,729484.61,0,67,0,Personal Auto,Four-Door Car,321.6,Arizona,F
LM44949,Doctor,568251.53,36938,70,0,Special Auto,Four-Door Car,244.8,Oregon,F
JR59597,Bachelor,633294.18,50843,82,0,Personal Auto,Two-Door Car,393.6,California,M
ZS22428,Bachelor,491657.7,21907,62,0,Personal Auto,Four-Door Car,2.96,California,F
AZ34845,Bachelor,479824.09,77846,119,0,Personal Auto,Luxury,342.47,California,F
XZ34917,Bachelor,564380.24,41043,72,0,Personal Auto,Four-Door Car,345.6,Washington,M
QU20310,High School or Below,924746.44,97030,76,0,Corporate Auto,Four-Door Car,416.64,Arizona,F
NQ42020,High School or Below,732292.89,80864,182,0,Personal Auto,Luxury,618.21,Oregon,M
ZF40143,College,827590.01,48197,106,0,Personal Auto,Four-Door Car,508.8,Nevada,F
GU65780,Doctor,563540.37,70837,73,4,Personal Auto,Four-Door Car,362.74,California,M
KY32675,High School or Below,1497028.51,85297,93,0,Special Auto,Two-Door Car,620.01,Arizona,M
ZX35838,Master,933633.69,70177,115,0,Personal Auto,Four-Door Car,225.52,Oregon,F
LU42720,College,4835696.08,52499,138,0,Personal Auto,SUV,1171.54,Nevada,M
FB25242,College,568691.53,63143,71,0,Corporate Auto,Four-Door Car,340.8,Oregon,M
RW51650,Bachelor,862283.54,97361,73,0,Personal Auto,Four-Door Car,350.4,Oregon,M
XX94684,High School or Below,507967.48,50052,130,0,Personal Auto,Luxury,624.0,Nevada,M
AH99727,Bachelor,562331.45,11612,71,0,Personal Auto,Four-Door Car,340.8,Arizona,F
NZ85858,High School or Below,527001.36,78115,65,0,Personal Auto,Four-Door Car,255.45,Arizona,F
JU19953,Master,862117.22,81947,71,0,Personal Auto,Two-Door Car,203.99,California,F
LC33025,College,791833.49,44698,211,4,Personal Auto,Luxury,1012.8,Oregon,M
BV86143,High School or Below,2103401.82,26876,66,0,Personal Auto,Four-Door Car,219.21,California,F
AY88788,College,1541768.22,69841,192,0,Personal Auto,Luxury,878.81,Oregon,F
OJ33945,High School or Below,869263.68,97768,72,0,Personal Auto,Two-Door Car,151.84,Oregon,F
LO84523,High School or Below,650314.39,0,187,0,Personal Auto,Luxury,1588.68,Oregon,M
HZ25580,High School or Below,239619.24,39062,61,0,Corporate Auto,Two-Door Car,346.99,Washington,F
AR96516,Bachelor,591495.18,50217,74,0,Personal Auto,Two-Door Car,355.2,Oregon,F
JP69864,Bachelor,224844.96,24910,63,1,Personal Auto,Four-Door Car,347.86,Washington,F
DL26809,College,682679.77,0,68,0,Personal Auto,Two-Door Car,489.6,Nevada,M
MV69686,Doctor,398218.07,38500,99,1,Corporate Auto,Four-Door Car,423.29,Oregon,F
SC95565,High School or Below,288777.97,62018,71,0,Personal Auto,Two-Door Car,293.87,Nevada,F
RL31641,College,225241.68,0,65,0,Personal Auto,Two-Door Car,468.0,Oregon,F
OH83248,Master,845853.13,57394,106,0,Personal Auto,Four-Door Car,316.49,California,M
DB28979,Bachelor,747831.37,23530,65,0,Corporate Auto,Two-Door Car,312.0,California,M
ZS32263,High School or Below,378864.98,48887,95,0,Personal Auto,Four-Door Car,456.0,California,F
IY59173,Master,522068.53,68867,129,0,Personal Auto,SUV,619.2,Oregon,F
KL17620,College,713029.48,12062,63,0,Corporate Auto,Four-Door Car,302.4,California,F
CP28581,College,851359.27,59230,107,0,Personal Auto,SUV,245.08,Arizona,M
QR15592,Bachelor,566013.38,59586,72,0,Personal Auto,Four-Door Car,91.2,Arizona,F
RI85578,Bachelor,263814.01,79699,65,0,Personal Auto,Two-Door Car,348.83,Washington,F
TG68823,Bachelor,531889.66,25134,67,0,Personal Auto,Four-Door Car,321.6,Arizona,F
WO78310,College,416016.26,0,61,0,Personal Auto,Four-Door Car,292.8,Oregon,F
SC78905,College,223734.78,0,61,0,Personal Auto,Four-Door Car,292.8,Oregon,F
EL88957,College,346012.3,0,100,1,Personal Auto,SUV,720.0,California,M
SS54050,Bachelor,1600550.51,44901,70,2,Personal Auto,Four-Door Car,460.81,California,M
ZV99487,Bachelor,698660.37,0,93,0,Personal Auto,Four-Door Car,149.27,Arizona,F
XI51746,Bachelor,882696.15,28463,113,2,Personal Auto,SUV,324.32,Oregon,F
KG85675,Bachelor,472686.93,13037,124,0,Personal Auto,SUV,839.35,Nevada,F
KK64803,High School or Below,2744347.48,82320,99,1,Personal Auto,Four-Door Car,475.2,California,M
OM80593,Bachelor,724731.35,0,104,0,Personal Auto,SUV,499.2,California,F
RL59810,College,513785.21,78460,64,0,Personal Auto,Four-Door Car,203.57,Oregon,F
QQ53360,College,273905.72,0,92,4,Personal Auto,Two-Door Car,657.29,Nevada,M
WR76339,College,509279.39,46922,64,0,Corporate Auto,Two-Door Car,403.39,California,M
BA40043,College,579982.68,60689,74,0,Corporate Auto,Four-Door Car,5.75,California,M
MK52197,Master,550706.32,0,71,0,Personal Auto,Four-Door Car,340.8,Nevada,F
SV48204,College,1048491.54,61108,89,0,Personal Auto,Four-Door Car,49.45,Oregon,F
RJ79502,Bachelor,850128.0,98003,107,0,Personal Auto,SUV,449.41,Arizona,M
LY14355,High School or Below,293598.83,73847,73,1,Personal Auto,Two-Door Car,350.4,Washington,F
NL32558,High School or Below,650339.7,22081,84,0,Personal Auto,Two-Door Car,451.67,Arizona,F
CP92616,High School or Below,4680522.31,83006,235,1,Personal Auto,Luxury,1065.05,Nevada,M
BP28492,College,483471.05,38713,66,4,Corporate Auto,Four-Door Car,316.8,Arizona,F
MX28412,College,257532.37,28700,68,3,Personal Auto,Four-Door Car,326.4,Oregon,F
DT99586,Master,3711165.95,61552,115,0,Personal Auto,SUV,12.25,California,F
IC41932,College,437119.04,56718,113,1,Personal Auto,SUV,542.4,Nevada,M
DA35744,Doctor,1679633.6,66776,71,0,Corporate Auto,Four-Door Car,131.81,Oregon,M
GU96042,High School or Below,798850.64,58268,67,0,Corporate Auto,Two-Door Car,228.64,California,M
UW98698,College,226984.11,0,68,0,Personal Auto,Four-Door Car,542.02,California,M
SF32458,Doctor,499147.2,12608,66,1,Personal Auto,Four-Door Car,214.87,California,M
OM85313,Master,292193.09,63499,73,0,Personal Auto,Four-Door Car,278.96,California,M
MH81246,High School or Below,761319.31,36247,96,0,Corporate Auto,Four-Door Car,329.52,Oregon,M
OH99089,Master,582740.97,30228,73,0,Personal Auto,Four-Door Car,163.35,California,F
TG57800,College,260064.12,0,74,0,Personal Auto,Two-Door Car,501.47,Oregon,F
GX19342,High School or Below,849146.57,0,116,0,Personal Auto,Four-Door Car,1193.12,California,F
XE39286,Bachelor,977873.36,99364,121,0,Personal Auto,Luxury,580.8,Arizona,F
JA93297,Bachelor,2265853.65,23665,67,0,Personal Auto,Four-Door Car,404.82,California,M
II37789,College,1000402.76,0,94,0,Corporate Auto,Four-Door Car,807.17,Arizona,F
IC32996,High School or Below,487277.44,69247,61,1,Corporate Auto,Two-Door Car,226.52,Oregon,M
LO67195,College,744481.46,56047,92,0,Corporate Auto,Four-Door Car,82.73,Arizona,F
PG93638,College,576111.12,28919,73,0,Personal Auto,Two-Door Car,207.83,Oregon,M
OZ41737,Doctor,536677.91,0,70,0,Personal Auto,Four-Door Car,223.17,Oregon,F
OY66019,College,625947.78,0,83,0,Personal Auto,Four-Door Car,254.14,Oregon,F
CH73843,High School or Below,762358.07,69900,64,0,Personal Auto,Two-Door Car,33.97,Arizona,M
XT93203,High School or Below,1096395.72,55687,276,0,Personal Auto,Luxury,1324.8,California,M
OR85652,Bachelor,742784.51,78294,92,0,Personal Auto,Four-Door Car,181.15,Oregon,F
LR10110,Bachelor,550413.9,0,73,0,Corporate Auto,Four-Door Car,350.4,Washington,F
XK11432,Bachelor,466512.96,0,62,0,Personal Auto,Two-Door Car,297.6,Arizona,M
OX24868,High School or Below,602184.25,0,168,0,Personal Auto,SUV,1476.67,California,F
EZ74530,High School or Below,307410.55,0,104,3,Personal Auto,Luxury,748.8,Nevada,M
HP46467,College,495308.64,21385,127,0,Corporate Auto,SUV,609.6,Oregon,F
KP54476,Master,778048.93,87128,97,0,Personal Auto,Two-Door Car,495.61,California,M
AI47152,College,799277.91,35434,66,0,Personal Auto,Four-Door Car,297.05,Nevada,F
BU15334,Master,417068.73,29462,107,1,Corporate Auto,SUV,513.6,California,F
GD59796,College,2322823.67,53243,102,3,Personal Auto,Four-Door Car,489.6,Nevada,F
OX59701,High School or Below,544581.7,21006,139,1,Personal Auto,SUV,667.2,California,M
OD63728,College,455849.84,0,65,0,Personal Auto,Two-Door Car,312.0,California,F
JC38573,Bachelor,552821.28,36088,72,0,Corporate Auto,Four-Door Car,345.6,Oregon,M
RC11491,College,1039066.65,28948,131,0,Corporate Auto,SUV,295.83,Oregon,F
RZ24101,College,714254.91,24417,185,0,Personal Auto,SUV,888.0,Nevada,F
OB88698,High School or Below,546954.3,67099,69,0,Personal Auto,Two-Door Car,23.0,Oregon,M
IK92617,Bachelor,1162873.4,97830,96,0,Personal Auto,Four-Door Car,298.36,Oregon,F
YH43996,College,1018965.43,0,101,0,Personal Auto,Four-Door Car,727.2,Arizona,M
BJ65040,High School or Below,273343.19,93558,67,0,Personal Auto,Four-Door Car,478.23,Arizona,F
WY57101,Doctor,401445.31,37384,99,0,Personal Auto,Four-Door Car,475.2,Arizona,F
OG77759,Bachelor,711953.19,28227,62,0,Personal Auto,Four-Door Car,551.28,Arizona,M
HN38084,High School or Below,1177279.07,51008,74,0,Corporate Auto,Two-Door Car,355.2,Nevada,M
GD11927,High School or Below,238179.08,78185,61,0,Personal Auto,Four-Door Car,292.8,California,M
MC20349,Bachelor,520835.39,0,74,0,Personal Auto,Four-Door Car,532.8,California,F
HM22034,College,501872.79,0,68,0,Personal Auto,Four-Door Car,670.48,Nevada,M
KH48996,Bachelor,1190054.48,97205,100,2,Personal Auto,Luxury,5.57,Arizona,F
VF32979,Bachelor,580017.19,25472,73,0,Corporate Auto,Four-Door Car,350.4,Washington,F
LS90887,Bachelor,567438.12,26225,72,1,Special Auto,Four-Door Car,320.78,California,F
EN72010,College,727143.4,20545,70,0,Personal Auto,Two-Door Car,336.0,Oregon,M
KH44031,Master,316449.4,0,83,0,Personal Auto,Four-Door Car,398.4,Oregon,F
GJ47896,College,266103.34,35503,67,0,Personal Auto,Two-Door Car,216.17,Arizona,F
GD87742,College,1414055.89,58988,118,0,Personal Auto,Luxury,566.4,Oregon,F
MD14027,Bachelor,765422.71,0,74,1,Personal Auto,Two-Door Car,355.2,Nevada,F
XA32915,High School or Below,219973.95,0,64,0,Personal Auto,Two-Door Car,685.46,Nevada,M
XR52852,College,200435.07,0,66,4,Special Auto,Four-Door Car,316.8,Oregon,F
EZ48947,College,1311111.32,67197,111,0,Special Auto,SUV,147.95,Nevada,M
OJ50322,High School or Below,1576260.35,39032,198,0,Personal Auto,SUV,950.4,Nevada,M
XB77333,College,1319792.89,0,68,3,Personal Auto,Four-Door Car,326.4,Oregon,F
QB58745,High School or Below,278753.98,34927,70,0,Personal Auto,Two-Door Car,242.49,California,M
IG62421,Doctor,343613.43,30817,88,0,Personal Auto,Four-Door Car,91.83,Nevada,M
SF29724,Bachelor,271336.8,31535,70,0,Personal Auto,Four-Door Car,90.53,California,F
WM95454,Bachelor,286731.22,23376,78,0,Personal Auto,Four-Door Car,374.4,California,F
CB96381,College,1459024.58,46244,62,0,Corporate Auto,Four-Door Car,255.29,California,F
MJ60422,Bachelor,665247.45,34886,84,0,Personal Auto,Two-Door Car,403.2,Arizona,M
NC63295,High School or Below,244462.11,0,66,0,Corporate Auto,Four-Door Car,316.8,Arizona,M
CM55703,College,289691.88,33746,74,1,Personal Auto,Two-Door Car,355.2,Washington,F
ZE76673,Doctor,1097206.78,24164,137,0,Personal Auto,Luxury,657.6,Oregon,M
TO60700,Bachelor,,25859,74,0,Special Auto,Four-Door Car,355.2,Washington,F
WF34690,Bachelor,1935737.2,0,68,1,Personal Auto,Four-Door Car,326.4,Oregon,F
ZM28138,Bachelor,722712.04,40153,61,0,Personal Auto,Four-Door Car,340.07,Arizona,F
FI14842,College,785730.39,0,104,0,Personal Auto,SUV,499.2,Nevada,F
KC32511,Master,518162.09,97131,64,0,Personal Auto,Four-Door Car,307.2,Oregon,F
NE10467,High School or Below,428106.22,23712,106,0,Corporate Auto,SUV,508.8,Arizona,F
PT93474,Bachelor,1151316.29,0,64,0,Personal Auto,Four-Door Car,307.2,Oregon,F
RL74454,Bachelor,514711.02,33171,65,0,Personal Auto,Four-Door Car,236.64,Nevada,F
DQ31994,College,866349.76,0,83,1,Corporate Auto,Four-Door Car,398.4,Nevada,F
DN98431,High School or Below,253532.17,0,68,0,Corporate Auto,Four-Door Car,326.4,Oregon,F
EV53200,College,2150433.88,60228,112,1,Personal Auto,SUV,286.1,Nevada,M
AJ89107,High School or Below,734932.85,27072,93,0,Personal Auto,Four-Door Car,565.34,Arizona,M
WS25565,Master,850985.09,26057,74,0,Personal Auto,Four-Door Car,523.89,California,M
ZY33234,High School or Below,429718.91,66331,107,0,Personal Auto,Two-Door Car,513.6,Nevada,F
PS69748,College,871704.98,83846,74,3,Personal Auto,Four-Door Car,355.2,Washington,M
HL33607,College,871704.98,83846,74,3,Personal Auto,Four-Door Car,355.2,Washington,M
DG90902,College,1747664.14,45106,73,0,Personal Auto,Four-Door Car,350.4,California,F
SW96063,Bachelor,1047989.97,78435,130,0,Personal Auto,SUV,553.61,Arizona,F
CP19929,Bachelor,224257.44,0,63,1,Corporate Auto,Two-Door Car,453.6,California,F
KR50062,College,275445.68,79507,70,3,Personal Auto,Two-Door Car,442.2,Oregon,M
CU19735,High School or Below,804120.06,44986,101,0,Corporate Auto,SUV,624.02,Arizona,M
ST52914,College,604291.19,25899,79,0,Personal Auto,Two-Door Car,568.8,Arizona,M
WQ68301,Bachelor,282743.89,13610,74,0,Personal Auto,Four-Door Car,355.2,Oregon,M
LR33381,Doctor,2204185.64,0,65,0,Personal Auto,Four-Door Car,312.0,Nevada,M
UR36912,Bachelor,279680.22,77362,70,0,Personal Auto,Two-Door Car,386.6,California,M
SK46419,High School or Below,407284.94,96443,102,0,Personal Auto,SUV,489.6,California,M
BY88757,Master,518246.23,0,135,1,Personal Auto,SUV,939.53,California,M
ER65086,Doctor,613166.32,90778,76,0,Personal Auto,Four-Door Car,62.29,Nevada,M
TP87527,High School or Below,239213.11,0,65,0,Corporate Auto,Four-Door Car,361.18,California,F
VL80291,Master,320966.3,78494,79,0,Personal Auto,Two-Door Car,122.31,Nevada,F
WL45773,Doctor,280860.6,83497,69,0,Special Auto,Four-Door Car,196.52,California,F
TT36693,College,436293.12,58842,110,0,Personal Auto,Four-Door Car,528.0,Nevada,M
PT12544,College,688046.89,63935,87,0,Personal Auto,Four-Door Car,221.62,Arizona,M
CI24326,Bachelor,359106.67,0,96,0,Personal Auto,Four-Door Car,460.8,Oregon,M
YQ73717,High School or Below,520125.22,0,69,0,Personal Auto,Four-Door Car,331.2,California,M
FG99706,College,552154.26,0,77,0,Personal Auto,Four-Door Car,369.6,Oregon,F
OM63414,Bachelor,507165.15,62258,65,0,Personal Auto,Two-Door Car,117.45,Arizona,F
JQ74890,Bachelor,292168.14,0,80,0,Corporate Auto,Four-Door Car,739.31,Nevada,M
FP93662,Master,1580653.4,58516,98,0,Corporate Auto,Two-Door Car,470.4,California,F
SA40041,Bachelor,574988.38,22814,73,0,Personal Auto,Four-Door Car,360.77,Washington,F
EW82164,Bachelor,416741.96,56901,104,0,Personal Auto,SUV,499.2,California,F
KV99550,High School or Below,651495.4,0,61,1,Personal Auto,Four-Door Car,292.8,California,M
CA96230,Doctor,918951.83,99443,117,4,Personal Auto,SUV,228.05,California,M
QN17712,College,823122.34,0,113,0,Personal Auto,SUV,373.07,Oregon,F
KM79894,Master,309517.54,88246,77,1,Corporate Auto,Four-Door Car,428.61,Arizona,M
KR25511,High School or Below,600521.48,26876,76,0,Corporate Auto,Four-Door Car,364.8,Washington,M
DZ45471,College,758211.38,64801,64,0,Personal Auto,Four-Door Car,268.47,Nevada,M
DE18949,College,1634460.81,57029,68,0,Corporate Auto,Two-Door Car,135.79,Oregon,F
BN74268,College,1176315.25,28045,99,0,Personal Auto,Four-Door Car,475.2,Arizona,F
QJ93301,Master,405337.38,44661,101,0,Personal Auto,Two-Door Car,436.84,Nevada,M
OO92815,High School or Below,331115.79,21246,83,0,Personal Auto,Four-Door Car,398.4,Arizona,F
HV50891,Doctor,352804.43,31278,92,4,Personal Auto,Two-Door Car,441.6,Nevada,M
RK59543,High School or Below,559538.99,74454,71,0,Personal Auto,Four-Door Car,340.8,California,F
IH54239,Master,508969.43,62474,63,0,Personal Auto,Four-Door Car,112.12,California,M
GB14456,High School or Below,2233716.31,0,130,0,Personal Auto,SUV,1376.91,Nevada,M
RC95515,College,479283.05,20647,63,0,Personal Auto,Four-Door Car,185.06,Arizona,M
TI61458,Bachelor,2778969.24,33806,89,0,Personal Auto,Four-Door Car,395.73,California,F
RB49468,Bachelor,751166.06,0,70,0,Personal Auto,Four-Door Car,340.2,Oregon,F
SJ18454,High School or Below,1876755.16,0,111,0,Personal Auto,Luxury,900.15,Oregon,M
KC19420,College,498764.31,19589,127,0,Personal Auto,SUV,1027.01,California,F
TP12241,College,512319.68,22338,67,1,Personal Auto,Two-Door Car,307.8,California,F
BD89564,College,598977.39,66839,154,0,Personal Auto,Luxury,739.2,Nevada,M
EC71986,High School or Below,242928.05,26736,63,0,Personal Auto,Four-Door Car,367.93,Washington,F
CJ97736,College,582818.22,31364,74,0,Personal Auto,Four-Door Car,461.27,Oregon,F
QF59448,College,283158.77,17752,77,0,Personal Auto,Four-Door Car,369.6,Washington,M
YB70005,College,976793.69,36225,123,0,Special Auto,SUV,221.05,Oregon,M
QI40455,Doctor,1209791.22,0,107,0,Personal Auto,SUV,271.01,Oregon,F
YL72747,High School or Below,226531.86,0,61,0,Personal Auto,Four-Door Car,292.8,California,M
FL18392,Bachelor,571908.87,77601,71,0,Personal Auto,Two-Door Car,276.64,California,F
AL21967,Master,1017147.78,74243,84,0,Corporate Auto,Four-Door Car,71.31,Oregon,M
KC67431,College,1051715.64,46707,133,0,Personal Auto,Luxury,80.71,California,F
EG40823,Bachelor,430347.14,0,116,0,Personal Auto,SUV,765.57,Oregon,F
QO89177,College,1192675.33,50234,101,0,Personal Auto,Four-Door Car,484.8,California,M
AV72430,Master,1653170.38,75526,103,1,Personal Auto,Four-Door Car,494.4,Oregon,M
TL18087,Bachelor,305928.21,65083,77,0,Personal Auto,Four-Door Car,369.6,Washington,M
WI29961,High School or Below,543744.37,28343,69,0,Personal Auto,Two-Door Car,331.2,Nevada,M
ZR11692,Bachelor,510329.66,74948,64,0,Corporate Auto,Four-Door Car,216.74,California,M
No36572,High School or Below,458310.09,22728,116,0,Personal Auto,Four-Door Car,556.8,Oregon,M
YZ56105,High School or Below,640962.75,0,99,2,Personal Auto,Two-Door Car,712.8,California,F
MN62189,High School or Below,899198.45,17331,117,0,Personal Auto,SUV,1138.26,California,F
MQ32284,College,1223277.63,35133,102,0,Personal Auto,SUV,692.96,California,F
NS38229,College,512603.89,63147,64,0,Personal Auto,Four-Door Car,87.57,Nevada,F
IB41597,College,1101416.36,67575,91,0,Personal Auto,Four-Door Car,401.61,California,F
IP68868,High School or Below,381961.95,0,111,0,Personal Auto,Two-Door Car,799.2,Oregon,M
EL70257,High School or Below,840439.51,48315,71,0,Personal Auto,Four-Door Car,340.8,California,F
NB27041,High School or Below,903567.11,34337,113,0,Corporate Auto,Four-Door Car,542.4,Arizona,F
BM28359,High School or Below,545370.76,33818,72,4,Personal Auto,Four-Door Car,341.88,Oregon,M
VB77950,High School or Below,376636.66,22439,98,0,Personal Auto,Four-Door Car,470.4,California,F
PE47967,College,728393.44,79055,186,1,Personal Auto,Luxury,177.64,Oregon,F
